chapter,page,text
26.0,81,"Sometimes a person will try to tempt another person to engage in sex by flirting or telling a person how pretty or handsome she or he is, or by dressing in a sexy manner."
26.0,81,This can feel very confusing because there are times that these kinds of behaviors are fine and normal.
26.0,81,But sometimes they are not fine or normal at all and can even include offering a person alcohol
26.0,82,These kinds of behaviors are WRONG and inappro- priate and they can happen to both boys and girls.
26.0,82,If this ever happens — tell that person to STOP!
26.0,82,"And then go and tell a trusted adult as soon as you can what has happened, so that adult can help to make this stop."
26.0,82,This too is a type of abuse.
26.0,82,There are some secrets with a trusted friend that are OK to keep.
26.0,82,But don’t keep sexual abuse a secret if it happens to you or to a friend — even if someone tells you to keep it a secret.
26.0,82,Tell another person you know and trust — right away!
26.0,82,"If the first person you tell doesn’t listen to you, tell a second person."
26.0,82,Talk about it until you find someone who understands you and believes you.
26.0,82,That person will help you.
26.0,82,"Always remember, if some­ one abuses you, it is NEVER your fault!"
26.0,82,You also should never abuse anyone in any way.
26.0,82,It’s not fair.
26.0,82,It’s not your right.
26.0,82,"When someone says no to you, you must believe that person and honor that person’s wishes."
26.0,82,"Most people don’t like to talk about sexual abuse, but now more people are talking about it."
26.0,82,A kid can talk about it with a parent or a friend or a teacher.
26.0,82,"Very often it helps to talk with a therapist, a school counselor, a doctor, a nurse, or a clergy member — people spe- cially trained to help."
26.0,82,"When a person who has been sexually abused can talk about it with someone he or she trusts, he or she may eventually feel better about what has happened."
27.0,83,But sometimes sexual activities can be unhealthy.
27.0,83,"Sexually transmitted diseases — called STDs for short — are diseases, infections, or illnesses that can spread from one person to another through sexual contact, from sexual touching to any kind of sexual intercourse — vaginal, oral, or anal intercourse."
27.0,83,Another term for STDs is STIs — short for sexually transmitted infections .
27.0,83,An older term for STDs is VDs — short for venereal diseases .
27.0,83,"Infections and diseases such as colds and flus are caused by germs, which are so tiny they can be seen only by looking under a microscope."
27.0,83,Not all germs cause sickness.
27.0,83,"But some germs, including some viruses and bacteria, do."
27.0,83,"Germs can be passed from one person to another by all sorts of con- tact — such as sneezing, shaking hands, and using the same glass, plate, or silverware."
27.0,83,STDs are different from most other infections — different from colds or the flu — because they are spread by sexual con- tact.
27.0,83,Most people do not like to talk about STDs.
27.0,83,There are many STDs.
27.0,83,Some are not very serious.
27.0,83,Others can be extremely serious; they can cause people not to be able to conceive a baby; they can even cause death.
27.0,83,But many can be cured.
27.0,83,And there are medicines and treatments that can make a person feel better if he or she has one of the STDs that cannot be cured.
27.0,83,Germs are not the only way a person can get an STD.
27.0,83,"A few STDs, such as pubic lice and scabies, are caused by tiny bugs."
27.0,83,Pubic lice are a fairly common STD.
27.0,83,You may have heard people call lice “crabs.” That’s because lice are tiny six-legged bugs that look like crabs.
27.0,83,"Pubic lice like to live in warm, hairy spots, like the pubic area, and are passed on through sexual contact."
27.0,83,"Pubic lice can be easily cured by putting a medicine, which kills the lice, on the pubic area."
27.0,83,"These lice are different from common head lice, because head lice are not transmitted from one person to another by sexual contact."
27.0,83,Head lice are not an STD.
27.0,83,"Scabies can be, but is not always, an STD."
27.0,83,"It is caused by tiny bugs called mites that can cause severe itching in the areas around a person’s genitals, as well as other parts of the body, except the neck and head."
27.0,83,Scabies can be treated by putting medicine on the infected area.
27.0,83,"Sexual contact is not the only way a person can get lice or scabies; contact with an infected person’s sheets, towels, or clothing can also pass them on."
27.0,83,"Chlamydia, gonorrhea, and syphilis are three STDs that are caused by bacteria."
27.0,83,They can usually be cured by going to a
27.0,84,"However, if these STDs are not treated, a person can become very sick and lose his or her sight or the ability to have children."
27.0,84,A mother who has one of these STDs can pass it on and cause damage to her newborn baby.
27.0,84,Often a person who has chlamydia or gonorrhea does not know he or she is infected.
27.0,84,But there are medical tests that can be given to determine if a person has one of these infections.
27.0,84,Females can and should be tested for chlamydia from the first time they have sexual intercourse and every year up to through the age of twenty-­six.
27.0,84,"Syphilis is an extremely dangerous STD, and if not treated can result in death."
27.0,84,"If a test shows that a person has chlamydia, gonorrhea, or syphilis, that person and their partner should start medical treatment by a doctor or nurse as soon as possible."
27.0,84,Hepatitis is caused by a virus that infects a person’s liver.
27.0,84,There are many different kinds of hepatitis.
27.0,84,Medical tests can determine if a person has hepatitis.
27.0,84,Hepatitis B is an STD that is very contagious.
27.0,84,It can be passed on during sexual intercourse and by using unclean needles and syringes.
27.0,84,People who take drugs by using or sharing unclean needles and syringes run a big risk of getting this STD.
27.0,84,"If you have your ears pierced or get a tattoo, you must make sure that brand-new, germ-free needle is used."
27.0,84,"There is no cure for hepatitis B, but there is a vaccine that can keep a person from getting the virus."
27.0,84,A pregnant woman can pass the virus on to her new baby during birth.
27.0,84,"All new babies, and any person under age eighteen who has not been vaccinated, should be vaccinated to keep them from getting hepatitis B."
27.0,84,"Most people who get this virus get well, but it can result in cancer or death."
27.0,84,Hepatitis C can also be spread by sexual contact and passed on by the use of unclean needles and syringes.
27.0,84,"There is not yet a vaccine for hepatitis C. However, there are treatments a person can take, including pills, which can make it possible for someone who has hepatitis C to be cured."
27.0,84,"HPV infection, an STD caused by a virus called human papillomavirus, is very contagious and can cause cervical cancer and genital warts."
27.0,84,A vaccination — a series of three injections — can be given by a health-care professional to females and males between the ages of nine and twenty-­six — who ideally are not yet sexually active.
27.0,84,This vaccine prevents females and males from getting or passing on HPV and prevents females from getting cervical cancer.
27.0,84,The vaccine works best before a person has any kind of sexual contact.
27.0,84,In some cases HPV goes away on its own.
27.0,84,Some females and males can feel genital warts — bumps or growths — on or around their genitals or anus.
27.0,84,They may also feel itching.
27.0,84,Most do not feel either and do not know they have genital warts.
27.0,84,That’s why it’s important to have regular checkups.
27.0,84,A Pap smear test can determine if a female has HPV on her cervix.
27.0,84,A medicine can be applied on the cervix to remove the warts or they can be removed by a doctor.
27.0,84,Herpes simplex virus causes
27.0,85,This virus is passed on from one person to another by skin-to-skin contact and is extremely contagious.
27.0,85,Herpes simplex virus can also be spread by saliva.
27.0,85,"Herpes 1 causes blister- like sores to form on or near a person’s lips, mouth, nose, and eyes."
27.0,85,"Herpes 2, or genital herpes, causes blisterlike sores to form on or near a person’s genitals and anus."
27.0,85,Often people do not know that they have herpes.
27.0,85,There are medical tests that can determine if a person has herpes.
27.0,85,"No cure has been found for the herpes simplex virus, but both types can be treated by a doctor with medicine that can make the sores go away and make the infected area feel better."
27.0,85,"However, the sores can come back."
27.0,85,A pregnant woman can pass the virus to her baby during birth.
27.0,85,It is mostly adults and teenagers who get STDs.
27.0,85,"If a person has sexual contact, using a new condom correctly and every time can help protect him or her from getting or passing on some of these infections."
27.0,85,This is one way of practicing safer sex.
27.0,85,Unprotected sex is extremely risky.
27.0,85,Condoms are the only contraception that can help to protect one from getting an STD or passing on an STD to another person.
27.0,85,Abstinence is the surest way to protect one- self from getting infected by a sexually transmitted disease.
27.0,85,Not all infections are caused by sexual contact.
27.0,85,"But if a person feels discomfort or pain on or near any of the sexual parts of his or her body, it is important to tell his or her parent, or the school nurse, or another trusted adult, so that a health checkup can be arranged."
27.0,85,"If a person has a sexually trans- mitted disease, getting prompt medical care may make that person feel better."
27.0,85,"It may also save his or her life, as well as stop the spread of the infection to another person."
28.0,86,IV infection is a sexually transmitted disease and is the most dangerous of all STDs.
28.0,86,HIV is the germ — the virus — that causes AIDS.
28.0,86,"If a person is infected with another STD, that person has a high risk of becoming infected with HIV as well."
28.0,86,"The letters HIV stand for human immuno­ deficiency virus — the scientific term for the AIDS virus, HIV."
28.0,86,Virus means a type of germ — too small to see without a microscope — that can cause a person to become sick.
28.0,86,The letters AIDS stand for acquired immuno­ deficiency syndrome — the scientific term for AIDS.
28.0,86,Acquired means something you can get .
28.0,86,Immunodeficiency means not able to protect against or fight infections and cancer.
28.0,86,Syndrome means a group of symptoms or conditions that may accompany an illness or a disease.
28.0,86,"What HIV and AIDS mean is that when people who are infected with HIV develop AIDS and become sick, their bodies are no longer able to protect against or fight infections and cancer."
28.0,86,Scientists and doctors know that most people who are infected with HIV and do not receive treatment will eventually develop the symptoms or con- ditions of AIDS.
28.0,86,"These include coughing, fevers, weight loss, swollen glands, diarrhea, and being unable to think or see clearly."
28.0,86,"A person who has HIV infection may not get sick for a long time, as long as ten years or more."
28.0,86,"However, most people who develop AIDS and do not receive anti-HIV drugs eventu- ally die from one or more of its symptoms or conditions."
28.0,86,"At this time, there is no cure for AIDS."
28.0,86,But there are some medicines that can slow down the virus and keep it from spreading in the body for many years.
28.0,86,These drugs are helping some HIV-infected people to feel healthier and live long lives.
28.0,86,"Any person can get HIV infection — young or old, male or female, rich or poor, straight, gay, lesbian, bi­sexual, or trans­ gender, famous or not famous, weak or strong."
28.0,86,Any person of any race or any religion can get infected with HIV and can develop AIDS.
28.0,86,HIV infection has nothing to do with who you are; it can have a lot to do with what you do.
28.0,86,A blood test that doctors and nurses perform shows whether a person has been infected with HIV.
28.0,86,"If a person has the virus, he or she could remain healthy and lead a good and productive life for many years."
28.0,86,"Without the blood test, it is not easy to know if the virus is in a person’s body."
28.0,86,The term HIV positive means that a person has HIV infection in his or her body.
28.0,86,But scientists and doctors have learned a lot about HIV and have discovered ways a person cannot get HIV infec- tion — and ways a person can get HIV infection.
28.0,87,That means you cannot get HIV from a cough or a sneeze.
28.0,87,That means you cannot get HIV just by going to school with someone who has HIV.
28.0,88,These body fluids carry HIV.
28.0,88,That means you can get HIV from having sexual intercourse with a person who is infected with the virus even if that person appears to be healthy.
28.0,88,"If a person chooses to have sex, using a new condom every time a person has sex can help protect him or her from getting HIV."
28.0,88,Unprotected sex is extremely risky.
28.0,88,That means you can get the virus if the blood from a person infected with HIV enters your bloodstream — or if blood that has HIV in it is injected into your body.
28.0,88,"However, all blood donated for kids, babies, and adults who need blood in a hospital or at home is tested to make sure it does not have HIV in it before it is given to them."
28.0,88,People who take drugs by using unclean needles and syringes or sharing needles run a big risk of getting HIV.
28.0,88,"But every time you get a shot from your doctor or nurse to keep you healthy, a brand-new, disposable, clean, germ-free, sterile needle and syringe are used and then thrown away in a safe place."
28.0,88,"You cannot get HIV from brand-new, germ-free needles and syringes."
28.0,88,"If you have your ears pierced or get a tattoo, you must make sure that the needle used is brand-new, germ-free, and disposable."
28.0,88,That is why some babies are born with HIV.
28.0,88,But a pregnant female can take medicine that can keep her baby from being born with HIV.
28.0,88,"Instead a baby can drink a special drink from a bottle, called formula, which has some milk, vitamins, salt, and sugar in it."
28.0,88,"Luckily, scientists and doctors have discovered ways in which people can protect themselves from getting HIV and lessen their chances of developing AIDS."
28.0,88,One way is to abstain from having sexual intercourse with another person.
28.0,88,This is called abstinence and is the
28.0,89,"If a person chooses to have sexual intercourse, using a male condom can lessen his or her chance of getting HIV infec- tion."
28.0,89,You may have heard the term “safer sex.” Using a new condom correctly and every time is one way people are practicing safer sex.
28.0,89,Not sharing needles is another way to avoid the chance of getting HIV infection.
28.0,89,Scientists all over the world are working day and night in laboratories to try to make a vaccine that will prevent a person from being infected with HIV if he or she comes into contact with the virus.
28.0,89,"Just as there are vaccines to protect people from being infected with measles, mumps, or polio, an HIV vaccine could prevent a person from being infected with HIV and developing AIDS."
28.0,89,"Scientists are also working on making pills, shots, or other treatments that they hope will help people who already have the AIDS virus to lead longer and healthier lives."
28.0,89,They hope that such treatments will either keep the virus quiet so that it will not be able to harm a person or will eliminate the virus from a person’s body entirely.
28.0,89,"Sometimes, these treat- ments for HIV can make the infected person feel sick."
28.0,89,That’s why scientists are also working to develop medicines and treat- ments for HIV that can help make an infected person feel less tired or less uncomfortable.
28.0,89,"But even without a vaccine or treatment, people can help protect themselves from getting HIV infection by knowing how the virus is passed from one person to another."
28.0,89,Many people who are HIV positive or who have developed AIDS are able to go to work or school and carry on with most
29.0,90,"And yet people, both kids and adults, who are HIV pos- itive or who have developed AIDS have been discriminated against."
29.0,90,"Some children, along with their families, have been forced to move — only because they are HIV positive or have developed AIDS."
29.0,90,Having HIV infection as well as developing AIDS is sad and painful in many ways.
29.0,90,"So, if you know someone who is HIV positive or has developed AIDS, treat that person kindly."
29.0,90,"Shake hands, say hello, give a hug, talk with that person, laugh and even cry with that person, and work and play with that person — all these things are safe to do — and treat that person as you would treat any good friend."
29.0,90,"Eating healthy foods, exer- cising almost daily, keeping your body clean, wearing clean clothes, staying away from drugs and alcohol, and having regular medical checkups — all of these things can help you be healthy and stay healthy as you go through puberty."
29.0,90,But there’s more to staying healthy than just taking good care of your body.
29.0,90,It also means taking responsibility for your own actions — for yourself and for what you do.
29.0,90,"It means making healthy choices for yourself, including choices about your body and about sex."
29.0,90,And it means having respect for yourself and your own decisions.
29.0,91,Staying healthy also involves having healthy relationships with other people.
29.0,91,"That means not only taking good care of yourself, but taking good care of your friends — both boys and girls."
29.0,91,"Having a good friend or friends as you grow up can help you learn how to have healthy relationships with other people that involve sharing, caring, and respect for others as well as for yourself."
29.0,91,"As you go through life, friendship is a big part of every healthy relationship, whether two people like, love, or like and love each other, whether they choose to be friends, to date, to be partners, or to marry."
29.0,91,"Yet puberty is a time when friends, even good friends, often try to persuade or pressure each other to try out new things."
29.0,91,"Some of these things, which may involve sex, alcohol, or drugs, may be things you do not want to do, or are not ready to do, or are afraid to do, or feel are not safe to do."
29.0,91,That’s when it’s important to make the decision that is best for you — one that is safe and healthy for you.
29.0,91,"Everyone makes mistakes and has bad judgment once in a while, and you probably will too."
29.0,91,"But most of the time, you can and will make responsible choices — ones that are good for you, right for you, and healthy for you and your friends."
